data,value
汇金科技
乐心医疗
神宇股份
科信技术
激智科技
精测电子
星源材质
天能重工
太辰光
平治信息
安车检测
兴齐眼药
中旗股份
容大感光
开润股份
数字认证
晨曦航空
新疆天业
金发科技
万向德农
新奥股份
登海种业
正邦科技
芭田股份
诺 普 信
大 东 南
大北农
金正大
云图控股
史丹利
荃银高科
西部牧业
神农基因
富邦股份
同方股份
大唐电信
浙数文化
东方明珠
浙大网新
鹏博士
博瑞传播
凤凰传媒
天音控股
中弘股份
分众传媒
北纬通信
游族网络
粤 传 媒
拓维信息
奥飞娱乐
高乐股份
天神娱乐
齐星铁塔
爱施德
嘉麟杰
骅威文化
三七互娱
雷柏科技
世纪华通
姚记扑克
神州泰岳
华谊兄弟
梅泰诺
星辉娱乐
中青宝
欧比特
文化长城
顺网科技
天舟文化
朗玛信息
汉鼎宇佑
任子行
邦讯技术
掌趣科技
旋极信息
润和软件
重庆啤酒
西部资源
大湖股份
国旅联合
杭州解百
贵人鸟
莱茵体育
青岛双星
新能泰山
同洲电子
金 螳 螂
信隆健康
深圳惠程
双象股份
棕榈股份
广田集团
奥拓电子
哈尔斯
扬子新材
奥瑞金
三夫户外
探路者
雷曼股份
华录百纳
艾比森
暴风集团
S佳通
上海石化
佳都科技
S*ST前锋
石化油服
秋林集团
美丽生态
张家界
华塑控股
金洲慈航
国海证券
广发证券
福日电子
*ST沪科
三安光电
广日股份
深桑达Ａ
厦门信达
德豪润达
雪 莱 特
麦达数字
证通电子
歌尔股份
澳洋顺昌
东山精密
和而泰
兆驰股份
国星光电
勤上股份
万润科技
茂硕电源
天龙光电
乾照光电
鸿利智汇
洲明科技
瑞丰光电
联建光电
利亚德
长方集团
聚飞光电
珈伟股份
华灿光电
科恒股份
楚天高速
航天信息
长江通信
长园集团
精达股份
东软集团
实达集团
航天电子
宝胜股份
四创电子
星宇股份
珠海港
四川九洲
高鸿股份
航天科技
电广传媒
华工科技
东信和平
思源电气
软控股份
苏州固锝
恒宝股份
科陆电子
拓邦股份
北斗星通
远 望 谷
智光电气
怡 亚 通
飞马国际
奥维通信
美盈森
积成电子
榕基软件
达华智能
荣之联
汉威电子
亿纬锂能
世纪鼎利
三川智慧
国民技术
思创医惠
易联众
英唐智控
大富科技
安居宝
万达信息
力源信息
聚光科技
恒顺众昇
天泽信息
佳讯飞鸿
新开普
新天科技
梅安森
富春股份
华鹏飞
光一科技
恒华科技
浦发银行
华能国际
民生银行
中国石化
中信证券
招商银行
保利地产
中国联通
海信电器
华润双鹤
宇通客车
上汽集团
北方稀土
兰花科创
金种子酒
广汇能源
海正药业
恒瑞医药
万华化学
上海家化
金地集团
国电南瑞
康美药业
贵州茅台
华海药业
天士力
山东黄金
康缘药业
海螺水泥
益佰制药
青岛海尔
大商股份
沱牌舍得
华域汽车
国电电力
山西汾酒
海通证券
国投电力
伊利股份
大秦铁路
中国神华
中国化学
兴业银行
农业银行
中国平安
交通银行
工商银行
中国太保
中国人寿
长城汽车
中国建筑
潞安环能
中国石油
平安银行
万 科Ａ
中兴通讯
华侨城Ａ
中联重科
东阿阿胶
云南白药
泸州老窖
铜陵有色
格力电器
酒鬼酒
启迪桑德
五 粮 液
双汇发展
华润三九
新 和 成
苏宁云商
七 匹 狼
双鹭药业
中工国际
东华软件
科大讯飞
大华股份
联化科技
洋河股份
东方园林
亚厦股份
海康威视
科伦药业
康得新
碧水源
皖通高速
中远海能
