data,value
亿利达
众信旅游
金轮股份
特一药业
真视通
恒信移动
精准信息
新研股份
华峰超纤
光韵达
初灵信息
和佳股份
华昌达
南通锻压
吉艾科技
麦捷科技
硕贝德
创意信息
安控科技
正业科技
四通新材
金石东方
鲍斯股份
金科娱乐
格力地产
华发股份
金枫酒业
新世界
强生控股
上实发展
新华传媒
第一医药
申通地铁
中信重工
烟台冰轮
汉钟精机
雷科防务
开山股份
XD济川药
江南水务
广聚能源
恒星科技
棒杰股份
GQY视讯
中直股份
中国船舶
福田汽车
太原重工
广晟有色
中航资本
XD中航动
恒源煤电
日出东方
柳 工
中航飞机
长江证券
鲁西化工
电科院
中国巨石
老白干酒
平煤股份
招商轮船
金钼股份
承德露露
露天煤业
广电运通
湖南黄金
鱼跃医疗
陕天然气
钢研高纳
包钢股份
阳泉煤业
安阳钢铁
炼石有色
长江投资
北方导航
天地源
神马股份
南京化纤
晋亿实业
方正证券
红蜻蜓
DR高能环
引力传媒
渤海金控
景兴纸业
宏达高科
中航光电
北新路桥
中原特钢
天马精化
浙江永强
海欣食品
新宝股份
金发拉比
机器人
万顺股份
恒泰艾普
森远股份
赢时胜
运达科技
沙河股份
盐 田 港
珠海中富
珠江啤酒
湘邮科技
南威软件
键桥通讯
中海科技
易华录
东百集团
南宁百货
首商股份
鄂武商Ａ
中兴商业
东旭蓝天
海虹控股
诚志股份
中文传媒
武汉凡谷
佳创视讯
沧州大化
安迪苏
滨化股份
新乡化纤
江山化工
齐翔腾达
雅克科技
深振业Ａ
深天地Ａ
中洲控股
深圳机场
天健集团
人人乐
方正科技
新南洋
启迪古汉
华中数控
*ST吉恩
驰宏锌锗
昊华能源
新华龙
华友钴业
ST华泽
*ST五稀
冀中能源
章源钨业
福建高速
盛屯矿业
厦工股份
兴业证券
*ST紫学
中国武夷
厦门港务
福晶科技
星网锐捷
三元达
恺英网络
海源机械
闽发铝业
日上集团
金达威
雪人股份
福建金森
青松股份
元力股份
美亚柏科
麦迪电气
五矿发展
中远海特
上海能源
有研新材
协鑫集成
国机通用
中发科技
安徽合力
惠而浦
雷鸣科化
国元证券
安凯客车
安 纳 达
合肥城建
泰尔股份
辉隆股份
洽洽食品
金禾实业
东方金钰
新华医疗
新钢股份
宁波港
湖北宜化
阳光股份
东北证券
中银绒业
中航机电
东方海洋
人民同泰
贵州百灵
千红制药
福瑞股份
*ST坊展
大龙地产
万通地产
天房发展
华夏幸福
凌云股份
信达地产
金牛化工
华远地产
广宇发展
冀东装备
博深工具
冀凯股份
汇中股份
长春一东
东安动力
光电股份
北方股份
航天动力
信威集团
晋西车轴
贵航股份
国睿科技
中电广通
华东电脑
海南橡胶
中科曙光
火炬电子
吉祥航空
华锦股份
中信海直
*ST宝实
航发控制
银河生物
浪潮信息
太阳电缆
奥普光电
远东传动
高德红外
万里扬
中化岩土
通达股份
通达动力
万安科技
康达新材
海洋王
台基股份
海兰信
通光线缆
金明精机
同有科技
银邦股份
北信源
东华测试
东方通
菲利华
天和防务
宝色股份
中光防雷
红相电力
光力科技
中化国际
龙宇燃油
胜利股份
泰山石油
宝利国际
潜能恒信
广汇汽车
中珠医疗
哈药股份
方盛制药
桂林三金
美亚光电
振东制药
东阳光科
上海凯宝
圆通速递
曙光股份
营口港
文投控股
大连热电
沈阳机床
神雾节能
