data,value
幸福蓝海
健帆生物
达志科技
优博讯
今天国际
冰川网络
陇神戎发
达威股份
农尚环境
广信材料
同益股份
横河模具
深冷股份
先进数通
新晨科技
朗科智能
联得装备
雄帝科技
川环科技
博创科技
优德精密
和仁科技
古鳌科技
万集科技
集智股份
路通视信
丝路视觉
理工光科
贝达药业
佳发安泰
中富通
汇金科技
乐心医疗
神宇股份
科信技术
激智科技
精测电子
星源材质
天能重工
太辰光
平治信息
安车检测
兴齐眼药
中旗股份
容大感光
开润股份
数字认证
晨曦航空
新疆天业
金发科技
万向德农
新奥股份
登海种业
正邦科技
芭田股份
诺 普 信
大 东 南
大北农
金正大
云图控股
史丹利
荃银高科
西部牧业
神农基因
富邦股份
同方股份
大唐电信
浙数文化
东方明珠
浙大网新
鹏博士
博瑞传播
凤凰传媒
天音控股
中弘股份
分众传媒
北纬通信
游族网络
粤 传 媒
拓维信息
奥飞娱乐
高乐股份
天神娱乐
齐星铁塔
爱施德
嘉麟杰
骅威文化
三七互娱
雷柏科技
世纪华通
姚记扑克
神州泰岳
华谊兄弟
梅泰诺
星辉娱乐
中青宝
欧比特
文化长城
顺网科技
天舟文化
朗玛信息
汉鼎宇佑
任子行
邦讯技术
掌趣科技
旋极信息
润和软件
重庆啤酒
西部资源
大湖股份
国旅联合
杭州解百
贵人鸟
莱茵体育
青岛双星
新能泰山
同洲电子
金 螳 螂
信隆健康
深圳惠程
双象股份
棕榈股份
广田集团
奥拓电子
哈尔斯
扬子新材
奥瑞金
三夫户外
探路者
雷曼股份
华录百纳
艾比森
暴风集团
S佳通
上海石化
佳都科技
S*ST前锋
石化油服
秋林集团
美丽生态
张家界
华塑控股
金洲慈航
国海证券
广发证券
福日电子
*ST沪科
三安光电
广日股份
深桑达Ａ
厦门信达
德豪润达
雪 莱 特
麦达数字
证通电子
歌尔股份
澳洋顺昌
东山精密
和而泰
兆驰股份
国星光电
勤上股份
万润科技
茂硕电源
天龙光电
乾照光电
鸿利智汇
洲明科技
瑞丰光电
联建光电
利亚德
长方集团
聚飞光电
珈伟股份
华灿光电
科恒股份
楚天高速
航天信息
长江通信
长园集团
精达股份
东软集团
实达集团
航天电子
宝胜股份
四创电子
星宇股份
珠海港
四川九洲
高鸿股份
航天科技
电广传媒
华工科技
东信和平
思源电气
软控股份
苏州固锝
恒宝股份
科陆电子
拓邦股份
北斗星通
远 望 谷
智光电气
怡 亚 通
飞马国际
奥维通信
美盈森
积成电子
榕基软件
达华智能
荣之联
汉威电子
亿纬锂能
世纪鼎利
三川智慧
国民技术
思创医惠
易联众
英唐智控
大富科技
安居宝
万达信息
力源信息
聚光科技
恒顺众昇
天泽信息
佳讯飞鸿
新开普
新天科技
梅安森
富春股份
华鹏飞
光一科技
恒华科技
浦发银行
华能国际
民生银行
中国石化
中信证券
招商银行
保利地产
中国联通
海信电器
华润双鹤
宇通客车
上汽集团
北方稀土
兰花科创
金种子酒
广汇能源
海正药业
恒瑞医药
万华化学
上海家化
金地集团
国电南瑞
康美药业
贵州茅台
华海药业
天士力
山东黄金
康缘药业
海螺水泥
益佰制药
青岛海尔
大商股份
沱牌舍得
华域汽车
国电电力
山西汾酒
海通证券
国投电力
伊利股份
大秦铁路
中国神华
中国化学
兴业银行
农业银行
中国平安
交通银行
工商银行
中国太保
中国人寿
长城汽车
中国建筑
潞安环能
中国石油
平安银行
万 科Ａ
中兴通讯
华侨城Ａ
中联重科
东阿阿胶
云南白药
泸州老窖
铜陵有色
格力电器
酒鬼酒
启迪桑德
五 粮 液
双汇发展
华润三九
新 和 成
苏宁云商
七 匹 狼
双鹭药业
中工国际
东华软件
科大讯飞
大华股份
联化科技
洋河股份
东方园林
亚厦股份
海康威视
科伦药业
康得新
碧水源
皖通高速
中远海能
东方航空
兖州煤业
复星医药
白云山
江西铜业
宁沪高速
深高速
青岛啤酒
福耀玻璃
南京熊猫
*ST昆机
马钢股份
*ST京城
创业环保
东方电气
东方证券
招商证券
*ST重钢
中国国航
中国铁建
广汽集团
广深铁路
新华保险
中国中铁
北辰实业
中国铝业
上海医药
中国中冶
华泰证券
郑煤机
上海电气
中国中车
光大证券
中国交建
中海油服
光大银行
中远海发
大连港
中煤能源
紫金矿业
中远海控
建设银行
中国银行
大唐发电
金隅股份
中信银行
洛阳钼业
潍柴动力
丽珠集团
东北电气
鞍钢股份
海信科龙
金风科技
*ST墨龙
比亚迪
东江环保
浙江世宝
首创股份
宝钛股份
时代新材
双良节能
中成股份
兴蓉环境
山东海化
久立特材
亚太科技
首航节能
中金环境
中电环保
巴安水务
天壕环境
津膜科技
全信股份
同仁堂
天坛生物
浙江医药
联环药业
华北制药
海王生物
华兰生物
上海莱士
莱美药业
金健米业
中闽能源
莲花健康
哈空调
亚星客车
ST景谷
亚星化学
恒力股份
动力源
安泰集团
凤竹纺织
新赛股份
彩虹股份
中国高科
东方银星
中航黑豹
宁波富邦
北矿科技
中国西电
中兵红箭
长航凤凰
东北制药
神州易桥
中油资本
韶钢松山
鑫茂科技
东凌国际
春晖股份
黔源电力
宝鹰股份
西部材料
悦心健康
澳洋科技
宏达新材
升达林业
西仪股份
当升科技
特变电工
*ST天成
长城电工
华仪电气
金山股份
湘电股份
*ST青松
保变电气
京能电力
海油工程
汇通能源
吉鑫科技
*ST锐电
漳泽电力
银星能源
吉电股份
中科三环
天奇股份
粤 水 电
中材科技
天马股份
大金重工
天顺风能
泰胜风能
武钢股份
九鼎投资
冠城大通
东风科技
中视传媒
东睦股份
创兴资源
鲁商置业
华业资本
华菱星马
江山股份
三友化工
江淮汽车
昆药集团
通威股份
扬农化工
菲达环保
山鹰纸业
康恩贝
新安股份
爱建集团
电子城
川投能源
刚泰控股
均胜电子
光明地产
金瑞矿业
祁连山
中航重机
通化东宝
北方创业
赤峰黄金
隆基股份
赛轮金宇
宁波建工
永辉超市
神州高铁
泛海控股
康达尔
深圳华强
特发信息
宜华健康
华数传媒
许继电气
ST生化
华意压缩
英特集团
华天酒店
中润资源
荣安地产
华金资本
金浦钛业
靖远煤电
海马汽车
粤宏远Ａ
华媒控股
*ST天首
茂化实华
西王食品
长春高新
上峰水泥
视觉中国
模塑科技
正虹科技
黑芝麻
苏宁环球
大地传媒
泰禾集团
西藏发展
浩物股份
泰合健康
华闻传媒
*ST新城
赣能股份
云内动力
中国重汽
中通客车
银泰资源
金马股份
鸿达兴业
世荣兆业
华信国际
京新药业
巨轮智能
美 欣 达
华帝股份
宁波华翔
紫光国芯
德美化工
中钢天源
云南旅游
华峰氨纶
孚日股份
山河智能
银轮股份
中环股份
延华智能
云海金属
嘉应制药
国统股份
*ST准油
恒康医疗
三 力 士
奥 特 迅
合兴包装
塔牌集团
奥特佳
滨江集团
泰和新材
兆新股份
利尔化学
东方雨虹
亚太股份
世联行
信立泰
辉煌科技
南国置业
日海通讯
理工环科
洪涛股份
皖通科技
赛象科技
海宁皮城
杰瑞股份
兴民智通
隆基机械
双箭股份
建研集团
省广股份
广联达
达实智能
云南锗业
太安堂
闰土股份
摩恩电气
长高集团
二六三
三维工程
中超控股
润邦股份
利源精制
天广中茂
天桥起重
春兴精工
凯美特气
惠博普
顺灏股份
贝因美
*ST德力
清新环境
海能达
豪迈科技
江苏国信
蒙发利
露笑科技
成都路桥
博彦科技
普邦股份
宏大爆破
新疆浩源
鼎汉技术
网宿科技
银江股份
红日药业
中科电气
万邦达
三维丝
康耐特
安诺其
金利华电
华谊嘉信
易成新能
海默科技
康芝药业
智云股份
达刚路机
东方日升
阳谷华泰
汇川技术
中环装备
中海达
天喻信息
金力泰
富瑞特装
拓尔思
金城医药
东宝生物
光线传媒
卫宁健康
隆华节能
安科瑞
泰格医药
保千里
迪马股份
中安消
湖北广电
智度股份
数源科技
大立科技
川大智胜
超华科技
中电鑫龙
*ST三泰
英飞拓
林州重机
捷顺科技
数字政通
金刚玻璃
高新兴
振芯科技
世纪瑞尔
亿通科技
中威电子
飞利信
蓝盾股份
宜通世纪
东方网力
凯发电气
浩云科技
汉邦高科
中国国贸
上海机场
华夏银行
上港集团
宝钢股份
三一重工
中国卫星
中青旅
黄河旋风
全柴动力
南山铝业
云南城投
外运发展
瀚蓝环境
华联综超
柳化股份
烽火通信
置信电气
用友网络
欧亚集团
水井坊
王府井
厦门空港
宜华生活
马应龙
南京银行
北京银行
中国宝安
冀东水泥
海航投资
华菱钢铁
宁波银行
东方锆业
齐心集团
巨力索具
杭氧股份
中南文化
中原内配
常宝股份
中顺洁柔
朗姿股份
信质电机
乐普医疗
长盈精密
汉得信息
日照港
新华锦
唐山港
连云港
普洛药业
汉缆股份
海立美达
特锐德
华仁药业
东软载波
康欣新材
云天化
紫江企业
江泉实业
金鹰股份
红星发展
六国化工
科力远
中国动力
科达洁能
中天科技
厦门钨业
春兰股份
西部矿业
骆驼股份
石大胜华
德赛电池
万向钱潮
新大洲Ａ
斯太尔
西藏矿业
*ST钱江
东方钽业
安泰科技
佛塑科技
众和股份
国轩高科
大港股份
万丰奥威
红 宝 丽
楚江新材
江特电机
成飞集成
融捷股份
海 利 得
威华股份
格林美
新纶科技
南洋科技
多氟多
必康股份
尤夫股份
百川股份
赣锋锂业
天齐锂业
通鼎互联
雅化集团
圣阳股份
德尔未来
道明光学
猛狮科技
天赐材料
金莱特
雄韬股份
天际股份
新宙邦
南都电源
奥克股份
坚瑞沃能
科泰电源
欣旺达
富临精工
鹏辉能源
双杰电气
先导智能
赢合科技
海泰发展
金证股份
大智慧
生 意 宝
卫 士 通
欧浦智网
同花顺
腾邦国际
上海钢联
拓普集团
一汽轿车
中鼎股份
广东鸿图
四维图新
众业达
江海股份
天汽模
安洁科技
鸿特精密
永利股份
宜安科技
永贵电器
林海股份
国电南自
华光股份
中航高科
中材国际
红 太 阳
中核科技
智慧农业
美年健康
海陆重工
华昌化工
商赢环球
方大炭素
东材科技
吉林化纤
中钢国际
精功科技
亿帆医药
博云新材
华伍股份
亚宝药业
天润乳业
三元股份
江南高纤
通策医疗
健民集团
永新股份
群兴玩具
沃森生物
戴维医疗
博晖创新
巨化股份
中航电子
宝光股份
华鲁恒升
中金黄金
国药股份
山煤国际
广东榕泰
银座股份
长江电力
中南传媒
中国电建
中国国旅
中国重工
金 融 街
燕京啤酒
中色股份
盐湖股份
华联股份
锡业股份
西山煤电
科华生物
宁波联合
宋都股份
瑞茂通
生益科技
亿阳信通
美克家居
青海春天
龙净环保
华胜天成
精工钢构
天地科技
光明乳业
玉龙股份
四方股份
深圳燃气
江南嘉捷
九牧王
广电电气
旗滨集团
正泰电器
京运通
华贸物流
隆鑫通用
广州浪奇
万泽股份
烽火电子
海南海药
仁和药业
美好置业
阳 光 城
众合科技
中南建设
伟星股份
华邦健康
大族激光
盾安环境
达安基因
苏 泊 尔
獐子岛
太阳纸业
海鸥卫浴
海翔药业
中国海诚
东港股份
天邦股份
沃尔核材
顺络电子
荣盛发展
石基信息
报 喜 鸟
创新医疗
二三四五
特 尔 佳
拓日新能
东华能源
濮耐股份
江南化工
新 华 都
浙富控股
美邦服饰
久其软件
光迅科技
中科新材
罗莱生活
*ST云网
威创股份
海大集团
普利特
富安娜
罗普斯金
英威腾
科华恒盛
潮宏基
北京科锐
中恒电气
康力电梯
伟星新材
千方科技
合众思壮
黑牛食品
长青股份
海普瑞
兴森科技
富春环保
佳隆股份
科士达
银河电子
齐峰新材
新时达
鸿路钢构
金新农
索菲亚
恒大高新
海南瑞泽
龙蟒佰利
以岭药业
东方精工
煌上煌
南风股份
天海防务
安科生物
立思辰
华测检测
新宁物流
爱尔眼科
华星创业
宝通科技
赛为智能
华力创通
天源迪科
三五互联
鼎龙股份
蓝色光标
中能电气
豫金刚石
数码视讯
银之杰
国联水产
乐视网
建新股份
中航电测
嘉寓股份
经纬电材
智飞生物
太阳鸟
锐奇股份
锦富技术
华策影视
信维通信
晨光生物
和顺电气
宋城演艺
汤臣倍健
香雪制药
科融环境
神雾环保
东方国信
天晟新材
捷成股份
维尔利
长荣股份
铁汉生态
纳川股份
海伦哲
舒泰神
千山药机
安利股份
上海新阳
飞力达
瑞丰高材
迪安诊断
天玑科技
金信诺
华宇软件
开能环保
阳光电源
苏交科
国瓷材料
三诺生物
远方光电
华虹计通
东土科技
生物股份
中源协和
鲁抗医药
钱江生化
四环生物
北大医药
岳阳兴长
广济药业
天康生物
力生制药
长生生物
利德曼
博雅生物
天山生物
荣华实业
国风塑业
龙力生物
盛运环保
迪森股份
香江控股
红豆股份
九州通
三星医疗
江河集团
金科股份
保龄宝
同德化工
神剑股份
青龙管业
融钰集团
跨境通
武汉控股
国中水务
洪城水业
新疆城建
宁波富达
同济科技
郴电国际
华鼎股份
重庆水务
绿城水务
世纪星源
徐工机械
渤海股份
新兴铸管
山大华特
湘潭电化
东华科技
金河生物
天瑞仪器
兴源环境
天翔环境
国祯环保
博世科
环能科技
清水源
农 产 品
圣农发展
赞宇科技
新莱应材
浙能电力
酒钢宏兴
嘉宝集团
*ST一重
陕鼓动力
中国核电
川仪股份
兰石重装
应流股份
纽威股份
太钢不锈
*ST佳电
盈峰环境
威 尔 泰
南洋股份
*ST东数
台海核电
江苏神通
杭锅股份
天沃科技
科新机电
通裕重工
金盾股份
中飞股份
铜峰电子
天通股份
东晶电子
晶盛机电
金晶科技
泰豪科技
海螺型材
北新建材
栋梁新材
鲁阳节能
中航三鑫
先锋新材
联创互联
国发股份
广东甘化
韶能股份
贵糖股份
南宁糖业
长源电力
民和股份
长青集团
华西能源
金通灵
上海梅林
新五丰
广弘控股
得利斯
益生股份
大康农业
牧原股份
龙大肉食
温氏股份
维科精华
天富能源
阳煤化工
宝泰隆
杭电股份
*ST烯碳
渝三峡Ａ
中泰化学
乐通股份
嘉欣丝绸
龙星化工
金洲管道
双龙股份
道氏技术
申通快递
乐金健康
和晶科技
天银机电
贵研铂业
龙头股份
汇源通信
中核钛白
科林环保
雪迪龙
三聚环保
龙源技术
先河环保
永清环保
依米康
雪浪环境
金龙汽车
中新药业
空港股份
共进股份
*ST天仪
劲嘉股份
西陇科学
北陆药业
阳普医疗
新开源
东富龙
仟源医药
广生堂
美康生物
易见股份
国金证券
岷江水电
重庆港九
国栋建设
旭光股份
西南证券
天科股份
成发科技
蓝光发展
中铁工业
奥瑞德
四川金顶
重庆百货
宜宾纸业
万里股份
中国嘉陵
广安爱众
中国汽研
明星电缆
友利控股
大通燃气
*ST钒钛
建新矿业
中房地产
*ST金宇
创维数字
长城动漫
峨眉山Ａ
欢瑞世纪
泸天化
*ST建峰
新筑股份
涪陵榨菜
世纪游轮
仁智股份
利君股份
红旗连锁
硅宝科技
吉峰农机
银河磁体
福安药业
永鼎股份
*ST新亿
民丰特纸
南纺股份
钱江水利
海越股份
复旦复华
京投发展
辅仁药业
隧道股份
益民集团
广电网络
张江高科
东吴证券
鹿港文化
中钨高新
河北宣工
中 关 村
紫光股份
山东威达
沃华医药
启明星辰
山西证券
金字火腿
亚威股份
迅游科技
冠农股份
片仔癀
皖新传媒
奥康国际
喜临门
今世缘
健盛集团
好莱客
海印股份
步 步 高
星期六
天虹股份
凯撒文化
金固股份
搜于特
司尔特
徐家汇
森马服饰
摩登大道
麦趣尔
金运激光
尔康制药
尚品宅配
环旭电子
九安医疗
立讯精密
共达电声
昌红科技
蓝思科技
岳阳林纸
云投生态
帝龙文化
丽鹏股份
岭南园林
文科园林
万里石
美晨科技
蒙草生态
美尚生态
歌华有线
冠豪高新
*ST匹凸
人民网
银亿股份
凯瑞德
安妮股份
航天晨光
航天电器
启明信息
海格通信
中元股份
超图软件
耐威科技
博信股份
武昌鱼
新农开发
XD五洲交
粤泰股份
皖江物流
万家文化
广汇物流
中茵股份
洲际油气
云煤能源
天业股份
梅雁吉祥
航民股份
全新好
*ST金源
绿景控股
航天发展
京蓝科技
景峰医药
新朋股份
北京利尔
天业通联
双塔食品
*ST松江
天津港
津劝业
滨海能源
天保基建
珠江实业
日发精机
中船科技
澄星股份
杭钢股份
宝硕股份
联美控股
西藏药业
首旅酒店
新力金融
盛和资源
现代制药
海航基础
富控互动
*ST爱富
太极实业
航天通信
工大高新
*ST常林
百花村
山西焦化
广誉远
*ST宏盛
中房股份
宁波热电
建设机械
科达股份
文山电力
大同煤业
博威合金
怡球资源
联明股份
四通股份
北部湾旅
中国天楹
北方国际
山东地矿
*ST生物
万方发展
英洛华
三湘印象
首钢股份
越秀金控
豫能控股
传化智联
霞客环保
联创电子
轴研科技
云南能投
长城影视
冠福股份
三钢闽光
梦网荣信
南极电商
利欧股份
宁波东力
艾派克
方正电机
天威视讯
北化股份
大洋电机
华明装备
众生药业
海峡股份
皇氏集团
慈文传媒
精华制药
顺丰控股
太极股份
长江润发
盛路通信
恒基达鑫
丰东股份
杰赛科技
完美世界
华宏科技
东诚药业
龙洲股份
亿利达
众信旅游
金轮股份
特一药业
真视通
恒信移动
精准信息
新研股份
华峰超纤
光韵达
初灵信息
和佳股份
华昌达
南通锻压
吉艾科技
麦捷科技
硕贝德
创意信息
安控科技
正业科技
四通新材
金石东方
鲍斯股份
金科娱乐
格力地产
华发股份
金枫酒业
新世界
强生控股
上实发展
新华传媒
第一医药
申通地铁
中信重工
烟台冰轮
汉钟精机
雷科防务
开山股份
XD济川药
江南水务
广聚能源
恒星科技
棒杰股份
GQY视讯
中直股份
中国船舶
福田汽车
太原重工
广晟有色
中航资本
XD中航动
恒源煤电
日出东方
柳 工
中航飞机
长江证券
鲁西化工
电科院
中国巨石
老白干酒
平煤股份
招商轮船
金钼股份
承德露露
露天煤业
广电运通
湖南黄金
鱼跃医疗
陕天然气
钢研高纳
包钢股份
阳泉煤业
安阳钢铁
炼石有色
长江投资
北方导航
天地源
神马股份
南京化纤
晋亿实业
方正证券
红蜻蜓
DR高能环
引力传媒
渤海金控
景兴纸业
宏达高科
中航光电
北新路桥
中原特钢
天马精化
浙江永强
海欣食品
新宝股份
金发拉比
机器人
万顺股份
恒泰艾普
森远股份
赢时胜
运达科技
沙河股份
盐 田 港
珠海中富
珠江啤酒
湘邮科技
南威软件
键桥通讯
中海科技
易华录
东百集团
南宁百货
首商股份
鄂武商Ａ
中兴商业
东旭蓝天
海虹控股
诚志股份
中文传媒
武汉凡谷
佳创视讯
沧州大化
安迪苏
滨化股份
新乡化纤
江山化工
齐翔腾达
雅克科技
深振业Ａ
深天地Ａ
中洲控股
深圳机场
天健集团
人人乐
方正科技
新南洋
启迪古汉
华中数控
*ST吉恩
驰宏锌锗
昊华能源
新华龙
华友钴业
ST华泽
*ST五稀
冀中能源
章源钨业
福建高速
盛屯矿业
厦工股份
兴业证券
*ST紫学
中国武夷
厦门港务
福晶科技
星网锐捷
三元达
恺英网络
海源机械
闽发铝业
日上集团
金达威
雪人股份
福建金森
青松股份
元力股份
美亚柏科
麦迪电气
五矿发展
中远海特
上海能源
有研新材
协鑫集成
国机通用
中发科技
安徽合力
惠而浦
雷鸣科化
国元证券
安凯客车
安 纳 达
合肥城建
泰尔股份
辉隆股份
洽洽食品
金禾实业
东方金钰
新华医疗
新钢股份
宁波港
湖北宜化
阳光股份
东北证券
中银绒业
中航机电
东方海洋
人民同泰
贵州百灵
千红制药
福瑞股份
*ST坊展
大龙地产
万通地产
天房发展
华夏幸福
凌云股份
信达地产
金牛化工
华远地产
广宇发展
冀东装备
博深工具
冀凯股份
汇中股份
长春一东
东安动力
光电股份
北方股份
航天动力
信威集团
晋西车轴
贵航股份
国睿科技
中电广通
华东电脑
海南橡胶
中科曙光
火炬电子
吉祥航空
华锦股份
中信海直
*ST宝实
航发控制
银河生物
浪潮信息
太阳电缆
奥普光电
远东传动
高德红外
万里扬
中化岩土
通达股份
通达动力
万安科技
康达新材
海洋王
台基股份
海兰信
通光线缆
金明精机
同有科技
银邦股份
北信源
东华测试
东方通
菲利华
天和防务
宝色股份
中光防雷
红相电力
